pair_id,pair_ai,trial_id,batch,target_identity,target_ai,control_framing,target_framing,note_timing,request_order,control_task,target_task,target_begun_first
distress_control|distress|distress|before|target_first|gpt41|092,gpt41,T07696,distress_control,ai,gpt41,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gpt41|092,gpt41,T08020,distress_control,human,,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gpt41|091,gpt41,T07695,distress_control,ai,gpt41,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|091,gpt41,T08019,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|090,gpt41,T07694,distress_control,ai,gpt41,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|090,gpt41,T08018,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|089,gpt41,T07693,distress_control,ai,gpt41,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|089,gpt41,T08017,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|088,gpt41,T07692,distress_control,ai,gpt41,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|088,gpt41,T08016,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|087,gpt41,T07691,distress_control,ai,gpt41,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gpt41|087,gpt41,T08015,distress_control,human,,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gpt41|086,gpt41,T07690,distress_control,ai,gpt41,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|gpt41|086,gpt41,T08014,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|gpt41|085,gpt41,T07689,distress_control,ai,gpt41,distress,distress,before,target_first,release_notes,backup_runbook,0
distress_control|distress|distress|before|target_first|gpt41|085,gpt41,T08013,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|084,gpt41,T07688,distress_control,ai,gpt41,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|gpt41|084,gpt41,T08012,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|gpt41|083,gpt41,T07687,distress_control,ai,gpt41,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|083,gpt41,T08011,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,1
distress_control|distress|distress|before|target_first|gpt41|082,gpt41,T07686,distress_control,ai,gpt41,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|082,gpt41,T08010,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|081,gpt41,T07685,distress_control,ai,gpt41,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|081,gpt41,T08009,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|080,gpt41,T07684,distress_control,ai,gpt41,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|080,gpt41,T08008,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,1
distress_control|distress|distress|before|target_first|gpt41|079,gpt41,T07683,distress_control,ai,gpt41,distress,distress,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|distress|before|target_first|gpt41|079,gpt41,T08007,distress_control,human,,distress,distress,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|distress|before|target_first|gpt41|078,gpt41,T07682,distress_control,ai,gpt41,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gpt41|078,gpt41,T08006,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|distress|before|target_first|gpt41|077,gpt41,T07681,distress_control,ai,gpt41,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|gpt41|077,gpt41,T08005,distress_control,human,,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|gpt41|076,gpt41,T07680,distress_control,ai,gpt41,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gpt41|076,gpt41,T08004,distress_control,human,,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gpt41|075,gpt41,T07679,distress_control,ai,gpt41,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|075,gpt41,T08003,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|074,gpt41,T07678,distress_control,ai,gpt41,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|074,gpt41,T08002,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|073,gpt41,T07677,distress_control,ai,gpt41,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gpt41|073,gpt41,T08001,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gpt41|072,gpt41,T07676,distress_control,ai,gpt41,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|072,gpt41,T08000,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,0
distress_control|distress|distress|before|target_first|gpt41|071,gpt41,T07675,distress_control,ai,gpt41,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|gpt41|071,gpt41,T07999,distress_control,human,,distress,distress,before,target_first,backup_runbook,release_notes,1
distress_control|distress|distress|before|target_first|gpt41|070,gpt41,T07674,distress_control,ai,gpt41,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|070,gpt41,T07998,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gpt41|069,gpt41,T07673,distress_control,ai,gpt41,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gpt41|069,gpt41,T07997,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gpt41|068,gpt41,T07672,distress_control,ai,gpt41,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gpt41|068,gpt41,T07996,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|166,sonnet45,T07928,distress_control,ai,sonnet45,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|166,sonnet45,T08094,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|159,sonnet45,T07927,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|159,sonnet45,T08087,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|distress|before|target_first|sonnet45|154,sonnet45,T07926,distress_control,ai,sonnet45,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|sonnet45|154,sonnet45,T08082,distress_control,human,,distress,distress,before,target_first,backup_runbook,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|153,sonnet45,T07925,distress_control,ai,sonnet45,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|distress|before|target_first|sonnet45|153,sonnet45,T08081,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|151,sonnet45,T07924,distress_control,ai,sonnet45,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|151,sonnet45,T08079,distress_control,human,,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|148,sonnet45,T07923,distress_control,ai,sonnet45,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|148,sonnet45,T08076,distress_control,human,,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|139,sonnet45,T07922,distress_control,ai,sonnet45,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|sonnet45|139,sonnet45,T08067,distress_control,human,,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|sonnet45|132,sonnet45,T07921,distress_control,ai,sonnet45,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|sonnet45|132,sonnet45,T08060,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|121,sonnet45,T07920,distress_control,ai,sonnet45,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|121,sonnet45,T08049,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|118,sonnet45,T07919,distress_control,ai,sonnet45,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|118,sonnet45,T08046,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|117,sonnet45,T07918,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|117,sonnet45,T08045,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|110,sonnet45,T07917,distress_control,ai,sonnet45,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|distress|before|target_first|sonnet45|110,sonnet45,T08038,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|distress|before|target_first|sonnet45|109,sonnet45,T07916,distress_control,ai,sonnet45,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|109,sonnet45,T08037,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,1
distress_control|distress|distress|before|target_first|sonnet45|106,sonnet45,T07915,distress_control,ai,sonnet45,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|106,sonnet45,T08034,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|104,sonnet45,T07914,distress_control,ai,sonnet45,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|104,sonnet45,T08032,distress_control,human,,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|103,sonnet45,T07913,distress_control,ai,sonnet45,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|103,sonnet45,T08031,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|099,sonnet45,T07912,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|099,sonnet45,T08027,distress_control,human,,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|095,sonnet45,T07911,distress_control,ai,sonnet45,distress,distress,before,target_first,backup_runbook,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|095,sonnet45,T08023,distress_control,human,,distress,distress,before,target_first,backup_runbook,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|083,sonnet45,T07910,distress_control,ai,sonnet45,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|083,sonnet45,T08011,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,1
distress_control|distress|distress|before|target_first|sonnet45|072,sonnet45,T07909,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|072,sonnet45,T08000,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,0
distress_control|distress|distress|before|target_first|sonnet45|061,sonnet45,T07908,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|061,sonnet45,T07989,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|044,sonnet45,T07907,distress_control,ai,sonnet45,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|044,sonnet45,T07972,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|040,sonnet45,T07906,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|040,sonnet45,T07968,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|037,sonnet45,T07905,distress_control,ai,sonnet45,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|037,sonnet45,T07965,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|031,sonnet45,T07904,distress_control,ai,sonnet45,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|031,sonnet45,T07959,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|029,sonnet45,T07903,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|029,sonnet45,T07957,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|distress|before|target_first|sonnet45|026,sonnet45,T07902,distress_control,ai,sonnet45,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|026,sonnet45,T07954,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|022,sonnet45,T07901,distress_control,ai,sonnet45,distress,distress,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|022,sonnet45,T07950,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|021,sonnet45,T07900,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|021,sonnet45,T07949,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|sonnet45|018,sonnet45,T07899,distress_control,ai,sonnet45,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|018,sonnet45,T07946,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|014,sonnet45,T07898,distress_control,ai,sonnet45,distress,distress,before,target_first,backup_runbook,release_notes,0
distress_control|distress|distress|before|target_first|sonnet45|014,sonnet45,T07942,distress_control,human,,distress,distress,before,target_first,backup_runbook,release_notes,1
distress_control|distress|distress|before|target_first|sonnet45|012,sonnet45,T07897,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|012,sonnet45,T07940,distress_control,human,,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|sonnet45|001,sonnet45,T07896,distress_control,ai,sonnet45,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|sonnet45|001,sonnet45,T07929,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|169,gemini25,T07604,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gemini25|169,gemini25,T08097,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gemini25|162,gemini25,T07603,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gemini25|162,gemini25,T08090,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gemini25|158,gemini25,T07602,distress_control,ai,gemini25,distress,distress,before,target_first,onboarding_checklist,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|158,gemini25,T08086,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,backup_runbook,0
distress_control|distress|distress|before|target_first|gemini25|157,gemini25,T07601,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gemini25|157,gemini25,T08085,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gemini25|155,gemini25,T07600,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|155,gemini25,T08083,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|141,gemini25,T07599,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|141,gemini25,T08069,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|133,gemini25,T07598,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|133,gemini25,T08061,distress_control,human,,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|127,gemini25,T07597,distress_control,ai,gemini25,distress,distress,before,target_first,onboarding_checklist,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|127,gemini25,T08055,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|126,gemini25,T07596,distress_control,ai,gemini25,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|126,gemini25,T08054,distress_control,human,,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|125,gemini25,T07595,distress_control,ai,gemini25,distress,distress,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|distress|before|target_first|gemini25|125,gemini25,T08053,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|gemini25|123,gemini25,T07594,distress_control,ai,gemini25,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|123,gemini25,T08051,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|122,gemini25,T07593,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|122,gemini25,T08050,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|120,gemini25,T07592,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|120,gemini25,T08048,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|119,gemini25,T07591,distress_control,ai,gemini25,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|119,gemini25,T08047,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|115,gemini25,T07590,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|115,gemini25,T08043,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|111,gemini25,T07589,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|111,gemini25,T08039,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|102,gemini25,T07588,distress_control,ai,gemini25,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|102,gemini25,T08030,distress_control,human,,distress,distress,before,target_first,backup_runbook,onboarding_checklist,1
distress_control|distress|distress|before|target_first|gemini25|101,gemini25,T07587,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|101,gemini25,T08029,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,1
distress_control|distress|distress|before|target_first|gemini25|098,gemini25,T07586,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|098,gemini25,T08026,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|088,gemini25,T07585,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|088,gemini25,T08016,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|086,gemini25,T07584,distress_control,ai,gemini25,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|gemini25|086,gemini25,T08014,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|gemini25|074,gemini25,T07583,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|074,gemini25,T08002,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|073,gemini25,T07582,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gemini25|073,gemini25,T08001,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,release_notes,1
distress_control|distress|distress|before|target_first|gemini25|070,gemini25,T07581,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|070,gemini25,T07998,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|065,gemini25,T07580,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|065,gemini25,T07993,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|055,gemini25,T07579,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|055,gemini25,T07983,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|041,gemini25,T07578,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|041,gemini25,T07969,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|028,gemini25,T07577,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,backup_runbook,0
distress_control|distress|distress|before|target_first|gemini25|028,gemini25,T07956,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|024,gemini25,T07576,distress_control,ai,gemini25,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|024,gemini25,T07952,distress_control,human,,distress,distress,before,target_first,meeting_efficiency,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|020,gemini25,T07575,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|020,gemini25,T07948,distress_control,human,,distress,distress,before,target_first,release_notes,backup_runbook,1
distress_control|distress|distress|before|target_first|gemini25|011,gemini25,T07574,distress_control,ai,gemini25,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|011,gemini25,T07939,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|007,gemini25,T07573,distress_control,ai,gemini25,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|007,gemini25,T07935,distress_control,human,,distress,distress,before,target_first,release_notes,meeting_efficiency,0
distress_control|distress|distress|before|target_first|gemini25|006,gemini25,T07572,distress_control,ai,gemini25,distress,distress,before,target_first,onboarding_checklist,release_notes,0
distress_control|distress|distress|before|target_first|gemini25|006,gemini25,T07934,distress_control,human,,distress,distress,before,target_first,onboarding_checklist,release_notes,1
distress_control|distress|distress|before|target_first|llama4|184,llama4,T07862,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|184,llama4,T08112,distress_control,human,,distress,distress,before,target_first,release_notes,onboarding_checklist,1
distress_control|distress|distress|before|target_first|llama4|180,llama4,T07861,distress_control,ai,llama4,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|llama4|180,llama4,T08108,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|llama4|176,llama4,T07860,distress_control,ai,llama4,distress,distress,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|distress|before|target_first|llama4|176,llama4,T08104,distress_control,human,,distress,distress,before,target_first,release_notes,onboarding_checklist,0
distress_control|distress|distress|before|target_first|llama4|175,llama4,T07859,distress_control,ai,llama4,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
distress_control|distress|distress|before|target_first|llama4|175,llama4,T08103,distress_control,human,,distress,distress,before,target_first,backup_runbook,meeting_efficiency,0
